,Codigo_Card,Data_Hora_Vencimento_Card,Quantidade_Dias_Ate_Vencimento_Card,Data_Hora_Limite_Entrega_Planejamento,Quantidade_Dias_Ate_Vencimento_Planejamento,Flag_Vencimento_Completo_Card
811,658c20145e40dae8a4ccd661,2024-01-02 18:00:00+00:00,-56.0,2023-12-27 17:00:00+00:00,-62.0,SIM
812,659562acb9217007c1a07faa,2024-01-05 18:00:00+00:00,-53.0,2024-01-05 17:00:00+00:00,-53.0,SIM
813,659562acb9217007c1a07faa,2024-01-05 18:00:00+00:00,-53.0,2024-01-05 17:00:00+00:00,-53.0,SIM
814,659562acb9217007c1a07faa,2024-01-05 18:00:00+00:00,-53.0,2024-01-05 17:00:00+00:00,-53.0,SIM
815,659562acb9217007c1a07faa,2024-01-05 18:00:00+00:00,-53.0,2024-01-05 17:00:00+00:00,-53.0,SIM
816,65a138c087711b99f068f36d,2024-01-15 18:00:00+00:00,-43.0,2024-01-12 17:00:00+00:00,-46.0,SIM
817,65858fe235edcb25f660e809,2023-12-26 18:00:00+00:00,-63.0,2023-12-26 17:00:00+00:00,-63.0,SIM
818,64a88bda184297bae00686e7,2023-07-11 18:00:00+00:00,-231.0,2023-07-10 18:00:00+00:00,-232.0,SIM
819,64a88bda184297bae00686e7,2023-07-11 18:00:00+00:00,-231.0,2023-07-10 18:00:00+00:00,-232.0,SIM
820,64a88ba5b3eda6a35d891e29,2023-07-11 18:00:00+00:00,-231.0,2023-07-10 18:00:00+00:00,-232.0,SIM
821,64a88bda184297bae00686e7,2023-07-11 18:00:00+00:00,-231.0,2023-07-10 18:00:00+00:00,-232.0,SIM
822,64a700d4942ee3ded3fda9e4,2023-07-10 18:00:00+00:00,-232.0,2023-07-06 18:00:00+00:00,-236.0,SIM
823,64a700d4942ee3ded3fda9e4,2023-07-10 18:00:00+00:00,-232.0,2023-07-06 18:00:00+00:00,-236.0,SIM
824,64a700d4942ee3ded3fda9e4,2023-07-10 18:00:00+00:00,-232.0,2023-07-06 18:00:00+00:00,-236.0,SIM
825,64a88bda184297bae00686e7,2023-07-11 18:00:00+00:00,-231.0,2023-07-10 18:00:00+00:00,-232.0,SIM
826,64a88ba5b3eda6a35d891e29,2023-07-11 18:00:00+00:00,-231.0,2023-07-10 18:00:00+00:00,-232.0,SIM
827,64a88b7808f56b18cd3ec0eb,2023-07-11 18:00:00+00:00,-231.0,2023-07-10 18:00:00+00:00,-232.0,SIM
828,64a88b4d9f2472bde9229064,2023-07-11 18:00:00+00:00,-231.0,2023-07-10 18:00:00+00:00,-232.0,SIM
829,64a88b4d9f2472bde9229064,2023-07-11 18:00:00+00:00,-231.0,2023-07-10 18:00:00+00:00,-232.0,SIM
830,64a88b7808f56b18cd3ec0eb,2023-07-11 18:00:00+00:00,-231.0,2023-07-10 18:00:00+00:00,-232.0,SIM
831,64a88ba5b3eda6a35d891e29,2023-07-11 18:00:00+00:00,-231.0,2023-07-10 18:00:00+00:00,-232.0,SIM
832,64a88ba5b3eda6a35d891e29,2023-07-11 18:00:00+00:00,-231.0,2023-07-10 18:00:00+00:00,-232.0,SIM
833,64a88b7808f56b18cd3ec0eb,2023-07-11 18:00:00+00:00,-231.0,2023-07-10 18:00:00+00:00,-232.0,SIM
834,64a88b7808f56b18cd3ec0eb,2023-07-11 18:00:00+00:00,-231.0,2023-07-10 18:00:00+00:00,-232.0,SIM
835,64a6a1e9e86c886d247c293e,2023-07-10 18:00:00+00:00,-232.0,2023-07-06 18:00:00+00:00,-236.0,SIM
836,65858fe235edcb25f660e809,2023-12-26 18:00:00+00:00,-63.0,2023-12-26 17:00:00+00:00,-63.0,SIM
837,63f8c07149a7b68c37554f08,2023-03-02 18:00:00+00:00,-362.0,2023-01-19 06:59:59.999999+00:00,-404.0,SIM
838,65858fe235edcb25f660e809,2023-12-26 18:00:00+00:00,-63.0,2023-12-26 17:00:00+00:00,-63.0,SIM
839,65848c7b011f05136625b754,2023-12-26 18:00:00+00:00,-63.0,2023-12-26 17:00:00+00:00,-63.0,SIM
840,65848c7b011f05136625b754,2023-12-26 18:00:00+00:00,-63.0,2023-12-26 17:00:00+00:00,-63.0,SIM
841,64a700d4942ee3ded3fda9e4,2023-07-10 18:00:00+00:00,-232.0,2023-07-06 18:00:00+00:00,-236.0,SIM
842,65858fe235edcb25f660e809,2023-12-26 18:00:00+00:00,-63.0,2023-12-26 17:00:00+00:00,-63.0,SIM
843,6408f45b4e04678af7b44217,2023-03-10 18:00:00+00:00,-354.0,2023-03-10 18:00:00+00:00,-354.0,SIM
844,64a6a1e9e86c886d247c293e,2023-07-10 18:00:00+00:00,-232.0,2023-07-06 18:00:00+00:00,-236.0,SIM
845,64a6a1e9e86c886d247c293e,2023-07-10 18:00:00+00:00,-232.0,2023-07-06 18:00:00+00:00,-236.0,SIM
846,64a7015e44099eeb18446660,2023-07-10 18:00:00+00:00,-232.0,2023-07-06 18:00:00+00:00,-236.0,SIM
847,64a6a1e9e86c886d247c293e,2023-07-10 18:00:00+00:00,-232.0,2023-07-06 18:00:00+00:00,-236.0,SIM
848,649b14d2f913ec223aafffb8,2023-07-03 18:00:00+00:00,-239.0,2023-06-27 18:00:00+00:00,-245.0,SIM
849,64789953cc055bae9bf1474c,2023-06-07 18:00:00+00:00,-265.0,2023-06-01 18:00:00+00:00,-271.0,SIM
850,65a138c087711b99f068f36d,2024-01-15 18:00:00+00:00,-43.0,2024-01-12 17:00:00+00:00,-46.0,SIM
851,64a2e812530165e9595bcc16,2023-07-05 18:00:00+00:00,-237.0,2023-07-03 18:00:00+00:00,-239.0,SIM
852,642592027f0392b7fb3839f1,2023-04-05 18:00:00+00:00,-328.0,2023-03-30 18:00:00+00:00,-334.0,SIM
853,63c54262bdf269019f2715c6,2023-01-31 18:00:00+00:00,-392.0,2023-01-09 12:00:00+00:00,-414.0,SIM
854,63c54262bdf269019f2715c6,2023-01-31 18:00:00+00:00,-392.0,2023-01-09 12:00:00+00:00,-414.0,SIM
855,63c54262bdf269019f2715c6,2023-01-31 18:00:00+00:00,-392.0,2023-01-09 12:00:00+00:00,-414.0,SIM
856,63c54262bdf269019f2715c6,2023-01-31 18:00:00+00:00,-392.0,2023-01-09 12:00:00+00:00,-414.0,SIM
857,63c54262bdf269019f2715c6,2023-01-31 18:00:00+00:00,-392.0,2023-01-09 12:00:00+00:00,-414.0,SIM
858,63c54262bdf269019f2715c6,2023-01-31 18:00:00+00:00,-392.0,2023-01-09 12:00:00+00:00,-414.0,SIM
859,63c54262bdf269019f2715c6,2023-01-31 18:00:00+00:00,-392.0,2023-01-09 12:00:00+00:00,-414.0,SIM
860,63c54262bdf269019f2715c6,2023-01-31 18:00:00+00:00,-392.0,2023-01-09 12:00:00+00:00,-414.0,SIM
861,643ecbd4698245d65810370f,2023-04-30 14:03:59.999999+00:00,-303.0,2023-04-17 18:00:00+00:00,-316.0,SIM
862,643ecbd4698245d65810370f,2023-04-30 14:03:59.999999+00:00,-303.0,2023-04-17 18:00:00+00:00,-316.0,SIM
863,63c824b8f83bff0133eb6bee,2023-01-20 18:00:00+00:00,-403.0,2023-01-19 12:00:00+00:00,-404.0,SIM
864,643ecbd4698245d65810370f,2023-04-30 14:03:59.999999+00:00,-303.0,2023-04-17 18:00:00+00:00,-316.0,SIM
865,63c54262bdf269019f2715c6,2023-01-31 18:00:00+00:00,-392.0,2023-01-09 12:00:00+00:00,-414.0,SIM
866,63c54262bdf269019f2715c6,2023-01-31 18:00:00+00:00,-392.0,2023-01-09 12:00:00+00:00,-414.0,SIM
867,63c54262bdf269019f2715c6,2023-01-31 18:00:00+00:00,-392.0,2023-01-09 12:00:00+00:00,-414.0,SIM
868,643ecbd4698245d65810370f,2023-04-30 14:03:59.999999+00:00,-303.0,2023-04-17 18:00:00+00:00,-316.0,SIM
869,640f225b837cc4ade3ddb978,2023-03-31 10:17:00+00:00,-333.0,2023-03-13 18:00:00+00:00,-351.0,SIM
870,63c824b8f83bff0133eb6bee,2023-01-20 18:00:00+00:00,-403.0,2023-01-19 12:00:00+00:00,-404.0,SIM
871,647f66399db8f3ff06147534,2023-06-30 18:00:00+00:00,-242.0,2023-06-07 18:00:00+00:00,-265.0,SIM
872,642592027f0392b7fb3839f1,2023-04-05 18:00:00+00:00,-328.0,2023-03-30 18:00:00+00:00,-334.0,SIM
873,642592027f0392b7fb3839f1,2023-04-05 18:00:00+00:00,-328.0,2023-03-30 18:00:00+00:00,-334.0,SIM
874,641473cf4e9010a8a98b2582,2023-03-21 18:00:00+00:00,-343.0,2023-03-17 18:00:00+00:00,-347.0,SIM
875,642592027f0392b7fb3839f1,2023-04-05 18:00:00+00:00,-328.0,2023-03-30 18:00:00+00:00,-334.0,SIM
876,63c54262bdf269019f2715c6,2023-01-31 18:00:00+00:00,-392.0,2023-01-09 12:00:00+00:00,-414.0,SIM
877,64511d89d3cb2a0e772e2d4e,2023-05-31 18:00:00+00:00,-272.0,2023-05-02 18:00:00+00:00,-301.0,SIM
878,640f225b837cc4ade3ddb978,2023-03-31 10:17:00+00:00,-333.0,2023-03-13 18:00:00+00:00,-351.0,SIM
879,640f225b837cc4ade3ddb978,2023-03-31 10:17:00+00:00,-333.0,2023-03-13 18:00:00+00:00,-351.0,SIM
880,640f225b837cc4ade3ddb978,2023-03-31 10:17:00+00:00,-333.0,2023-03-13 18:00:00+00:00,-351.0,SIM
881,61bdbba06393d72e7b12a147,2021-12-20 11:26:59.999999+00:00,-799.0,2021-07-05 12:00:00+00:00,-967.0,SIM
882,64511d89d3cb2a0e772e2d4e,2023-05-31 18:00:00+00:00,-272.0,2023-05-02 18:00:00+00:00,-301.0,SIM
883,64511d89d3cb2a0e772e2d4e,2023-05-31 18:00:00+00:00,-272.0,2023-05-02 18:00:00+00:00,-301.0,SIM
884,65b7bb24e1a91f866931e045,2024-01-29 18:00:00+00:00,-29.0,2024-01-29 17:00:00+00:00,-29.0,SIM
885,6419ff90f4f3f892f8203130,2023-03-24 18:00:00+00:00,-340.0,2023-03-21 18:00:00+00:00,-343.0,SIM
886,62f3a3ab7b64170038a482f8,2022-08-17 18:00:00+00:00,-559.0,2022-08-17 18:00:00+00:00,-559.0,SIM
887,65bead0ebfaa7809531db89b,2024-02-05 18:00:00+00:00,-22.0,2024-02-05 17:00:00+00:00,-22.0,SIM
888,65b16d0ac2ef433c5afd9b08,2024-01-29 18:00:00+00:00,-29.0,2024-01-24 18:00:00+00:00,-34.0,SIM
889,65bead0ebfaa7809531db89b,2024-02-05 18:00:00+00:00,-22.0,2024-02-05 17:00:00+00:00,-22.0,SIM
890,65bead0ebfaa7809531db89b,2024-02-05 18:00:00+00:00,-22.0,2024-02-05 17:00:00+00:00,-22.0,SIM
891,65ce51c76dab06e5ce59162d,2024-02-15 18:00:00+00:00,-12.0,2024-02-15 17:00:00+00:00,-12.0,SIM
892,65bead0ebfaa7809531db89b,2024-02-05 18:00:00+00:00,-22.0,2024-02-05 17:00:00+00:00,-22.0,SIM
893,65b16d0ac2ef433c5afd9b08,2024-01-29 18:00:00+00:00,-29.0,2024-01-24 18:00:00+00:00,-34.0,SIM
894,65b16d0ac2ef433c5afd9b08,2024-01-29 18:00:00+00:00,-29.0,2024-01-24 18:00:00+00:00,-34.0,SIM
895,65b0ec49952912620be01cfa,2024-01-29 18:00:00+00:00,-29.0,2024-01-24 18:00:00+00:00,-34.0,SIM
896,65b7bb24e1a91f866931e045,2024-01-29 18:00:00+00:00,-29.0,2024-01-29 17:00:00+00:00,-29.0,SIM
897,65b7bb24e1a91f866931e045,2024-01-29 18:00:00+00:00,-29.0,2024-01-29 17:00:00+00:00,-29.0,SIM
898,65b0ec49952912620be01cfa,2024-01-29 18:00:00+00:00,-29.0,2024-01-24 18:00:00+00:00,-34.0,SIM
899,65b0ec49952912620be01cfa,2024-01-29 18:00:00+00:00,-29.0,2024-01-24 18:00:00+00:00,-34.0,SIM
900,65b16d0ac2ef433c5afd9b08,2024-01-29 18:00:00+00:00,-29.0,2024-01-24 18:00:00+00:00,-34.0,SIM
901,65b0ec49952912620be01cfa,2024-01-29 18:00:00+00:00,-29.0,2024-01-24 18:00:00+00:00,-34.0,SIM
902,65b7bb24e1a91f866931e045,2024-01-29 18:00:00+00:00,-29.0,2024-01-29 17:00:00+00:00,-29.0,SIM
903,65ce4beb29ad839f184e6054,2024-02-15 18:00:00+00:00,-12.0,2024-02-15 17:00:00+00:00,-12.0,SIM
904,62f3a3ab7b64170038a482f8,2022-08-17 18:00:00+00:00,-559.0,2022-08-17 18:00:00+00:00,-559.0,SIM
905,62f3a3b71eb553006f016312,2022-08-17 18:00:00+00:00,-559.0,2022-08-15 18:00:00+00:00,-561.0,SIM
906,62f3a3ab7b64170038a482f8,2022-08-17 18:00:00+00:00,-559.0,2022-08-17 18:00:00+00:00,-559.0,SIM
907,63c824b8f83bff0133eb6bee,2023-01-20 18:00:00+00:00,-403.0,2023-01-19 12:00:00+00:00,-404.0,SIM
908,63c824b8f83bff0133eb6bee,2023-01-20 18:00:00+00:00,-403.0,2023-01-19 12:00:00+00:00,-404.0,SIM
909,62f3a3ab7b64170038a482f8,2022-08-17 18:00:00+00:00,-559.0,2022-08-17 18:00:00+00:00,-559.0,SIM
910,65ce51c76dab06e5ce59162d,2024-02-15 18:00:00+00:00,-12.0,2024-02-15 17:00:00+00:00,-12.0,SIM
911,62f3a3b71eb553006f016312,2022-08-17 18:00:00+00:00,-559.0,2022-08-15 18:00:00+00:00,-561.0,SIM
912,65ce4beb29ad839f184e6054,2024-02-15 18:00:00+00:00,-12.0,2024-02-15 17:00:00+00:00,-12.0,SIM
913,65ce51c76dab06e5ce59162d,2024-02-15 18:00:00+00:00,-12.0,2024-02-15 17:00:00+00:00,-12.0,SIM
914,65ce51c76dab06e5ce59162d,2024-02-15 18:00:00+00:00,-12.0,2024-02-15 17:00:00+00:00,-12.0,SIM
915,65ce4beb29ad839f184e6054,2024-02-15 18:00:00+00:00,-12.0,2024-02-15 17:00:00+00:00,-12.0,SIM
916,62f3a3b71eb553006f016312,2022-08-17 18:00:00+00:00,-559.0,2022-08-15 18:00:00+00:00,-561.0,SIM
917,62f3a3b71eb553006f016312,2022-08-17 18:00:00+00:00,-559.0,2022-08-15 18:00:00+00:00,-561.0,SIM
918,65ce4beb29ad839f184e6054,2024-02-15 18:00:00+00:00,-12.0,2024-02-15 17:00:00+00:00,-12.0,SIM
919,64511d89d3cb2a0e772e2d4e,2023-05-31 18:00:00+00:00,-272.0,2023-05-02 18:00:00+00:00,-301.0,SIM
920,653918f4cf199bdd2f07d5e8,2023-10-30 18:59:59.999999+00:00,-120.0,2023-10-25 17:00:00+00:00,-125.0,SIM
921,653fb9e8db541b1156228af8,2023-10-30 18:00:00+00:00,-120.0,2023-10-30 17:00:00+00:00,-120.0,SIM
922,653fb9e8db541b1156228af8,2023-10-30 18:00:00+00:00,-120.0,2023-10-30 17:00:00+00:00,-120.0,SIM
923,653fb9f989b7c52e073a50da,2023-10-30 18:00:00+00:00,-120.0,2023-10-30 17:00:00+00:00,-120.0,SIM
924,653fb9e8db541b1156228af8,2023-10-30 18:00:00+00:00,-120.0,2023-10-30 17:00:00+00:00,-120.0,SIM
925,653918f4cf199bdd2f07d5e8,2023-10-30 18:59:59.999999+00:00,-120.0,2023-10-25 17:00:00+00:00,-125.0,SIM
926,653918f4cf199bdd2f07d5e8,2023-10-30 18:59:59.999999+00:00,-120.0,2023-10-25 17:00:00+00:00,-125.0,SIM
927,654032c64970c717b8128a00,2023-11-06 18:00:00+00:00,-113.0,2023-10-31 17:00:00+00:00,-119.0,SIM
928,6540325a5fe728125cc92735,2023-11-06 18:00:00+00:00,-113.0,2023-10-31 17:00:00+00:00,-119.0,SIM
929,6540325a5fe728125cc92735,2023-11-06 18:00:00+00:00,-113.0,2023-10-31 17:00:00+00:00,-119.0,SIM
930,654032c64970c717b8128a00,2023-11-06 18:00:00+00:00,-113.0,2023-10-31 17:00:00+00:00,-119.0,SIM
931,654032c64970c717b8128a00,2023-11-06 18:00:00+00:00,-113.0,2023-10-31 17:00:00+00:00,-119.0,SIM
932,653918f4cf199bdd2f07d5e8,2023-10-30 18:59:59.999999+00:00,-120.0,2023-10-25 17:00:00+00:00,-125.0,SIM
933,654032c64970c717b8128a00,2023-11-06 18:00:00+00:00,-113.0,2023-10-31 17:00:00+00:00,-119.0,SIM
934,6540325a5fe728125cc92735,2023-11-06 18:00:00+00:00,-113.0,2023-10-31 17:00:00+00:00,-119.0,SIM
935,653fb8ca60ee2aa0ec160b58,2023-10-30 18:00:00+00:00,-120.0,2023-10-30 17:00:00+00:00,-120.0,SIM
936,653fbcc9bc9d0e493c7e05ed,2023-10-30 18:00:00+00:00,-120.0,2023-10-30 17:00:00+00:00,-120.0,SIM
937,653fbb5de9956e6ff4a6c542,2023-10-30 18:00:00+00:00,-120.0,2023-10-30 17:00:00+00:00,-120.0,SIM
938,653fbcc9bc9d0e493c7e05ed,2023-10-30 18:00:00+00:00,-120.0,2023-10-30 17:00:00+00:00,-120.0,SIM
939,653fd636abbd6830da2e59e4,2023-10-30 18:00:00+00:00,-120.0,2023-10-30 17:00:00+00:00,-120.0,SIM
940,653fd636abbd6830da2e59e4,2023-10-30 18:00:00+00:00,-120.0,2023-10-30 17:00:00+00:00,-120.0,SIM
941,653fbcc9bc9d0e493c7e05ed,2023-10-30 18:00:00+00:00,-120.0,2023-10-30 17:00:00+00:00,-120.0,SIM
942,61bdbba06393d72e7b12a147,2021-12-20 11:26:59.999999+00:00,-799.0,2021-07-05 12:00:00+00:00,-967.0,SIM
943,653fb9f989b7c52e073a50da,2023-10-30 18:00:00+00:00,-120.0,2023-10-30 17:00:00+00:00,-120.0,SIM
944,653fbb5de9956e6ff4a6c542,2023-10-30 18:00:00+00:00,-120.0,2023-10-30 17:00:00+00:00,-120.0,SIM
945,653fb8ca60ee2aa0ec160b58,2023-10-30 18:00:00+00:00,-120.0,2023-10-30 17:00:00+00:00,-120.0,SIM
946,653fb9f989b7c52e073a50da,2023-10-30 18:00:00+00:00,-120.0,2023-10-30 17:00:00+00:00,-120.0,SIM
947,653fb9f989b7c52e073a50da,2023-10-30 18:00:00+00:00,-120.0,2023-10-30 17:00:00+00:00,-120.0,SIM
948,653fb8ca60ee2aa0ec160b58,2023-10-30 18:00:00+00:00,-120.0,2023-10-30 17:00:00+00:00,-120.0,SIM
949,653fbb5de9956e6ff4a6c542,2023-10-30 18:00:00+00:00,-120.0,2023-10-30 17:00:00+00:00,-120.0,SIM
950,653fbb5de9956e6ff4a6c542,2023-10-30 18:00:00+00:00,-120.0,2023-10-30 17:00:00+00:00,-120.0,SIM
951,653fb8ca60ee2aa0ec160b58,2023-10-30 18:00:00+00:00,-120.0,2023-10-30 17:00:00+00:00,-120.0,SIM
952,653fbcc9bc9d0e493c7e05ed,2023-10-30 18:00:00+00:00,-120.0,2023-10-30 17:00:00+00:00,-120.0,SIM
953,6547f35c84dc41894a0edbad,2023-11-06 18:00:00+00:00,-113.0,2023-11-06 17:00:00+00:00,-113.0,SIM
954,65494631c53846580a434001,2023-11-13 18:00:00+00:00,-106.0,2023-11-07 18:00:00+00:00,-112.0,SIM
955,6548ebfe83d9b9debc1eef62,2023-11-13 18:00:00+00:00,-106.0,2023-11-07 18:00:00+00:00,-112.0,SIM
956,65494631c53846580a434001,2023-11-13 18:00:00+00:00,-106.0,2023-11-07 18:00:00+00:00,-112.0,SIM
957,65452650fe5dae473caa8f78,2023-11-06 18:00:00+00:00,-113.0,2023-11-06 17:00:00+00:00,-113.0,SIM
958,65452650fe5dae473caa8f78,2023-11-06 18:00:00+00:00,-113.0,2023-11-06 17:00:00+00:00,-113.0,SIM
959,6540325a5fe728125cc92735,2023-11-06 18:00:00+00:00,-113.0,2023-10-31 17:00:00+00:00,-119.0,SIM
960,65494631c53846580a434001,2023-11-13 18:00:00+00:00,-106.0,2023-11-07 18:00:00+00:00,-112.0,SIM
961,6548ebfe83d9b9debc1eef62,2023-11-13 18:00:00+00:00,-106.0,2023-11-07 18:00:00+00:00,-112.0,SIM
962,654febd8577f4a1ef2bdce0c,2023-11-13 18:00:00+00:00,-106.0,2023-11-13 17:00:00+00:00,-106.0,SIM
963,654febd8577f4a1ef2bdce0c,2023-11-13 18:00:00+00:00,-106.0,2023-11-13 17:00:00+00:00,-106.0,SIM
964,655b6225013d9e044714907a,2023-11-20 18:00:00+00:00,-99.0,2023-11-20 17:00:00+00:00,-99.0,SIM
965,654febd8577f4a1ef2bdce0c,2023-11-13 18:00:00+00:00,-106.0,2023-11-13 17:00:00+00:00,-106.0,SIM
966,654febd8577f4a1ef2bdce0c,2023-11-13 18:00:00+00:00,-106.0,2023-11-13 17:00:00+00:00,-106.0,SIM
967,6548ebfe83d9b9debc1eef62,2023-11-13 18:00:00+00:00,-106.0,2023-11-07 18:00:00+00:00,-112.0,SIM
968,6548ebfe83d9b9debc1eef62,2023-11-13 18:00:00+00:00,-106.0,2023-11-07 18:00:00+00:00,-112.0,SIM
969,65452650fe5dae473caa8f78,2023-11-06 18:00:00+00:00,-113.0,2023-11-06 17:00:00+00:00,-113.0,SIM
970,65494631c53846580a434001,2023-11-13 18:00:00+00:00,-106.0,2023-11-07 18:00:00+00:00,-112.0,SIM
971,654505f51c79d69800a016ca,2023-11-06 18:00:00+00:00,-113.0,2023-11-06 17:00:00+00:00,-113.0,SIM
972,654296d1d90be55389d40249,2023-11-06 18:00:00+00:00,-113.0,2023-11-01 18:00:00+00:00,-118.0,SIM
973,654296d1d90be55389d40249,2023-11-06 18:00:00+00:00,-113.0,2023-11-01 18:00:00+00:00,-118.0,SIM
974,654296d1d90be55389d40249,2023-11-06 18:00:00+00:00,-113.0,2023-11-01 18:00:00+00:00,-118.0,SIM
975,65414b894f8af2d0678df061,2023-11-06 18:00:00+00:00,-113.0,2023-10-31 17:00:00+00:00,-119.0,SIM
976,65414b894f8af2d0678df061,2023-11-06 18:00:00+00:00,-113.0,2023-10-31 17:00:00+00:00,-119.0,SIM
977,65414b894f8af2d0678df061,2023-11-06 18:00:00+00:00,-113.0,2023-10-31 17:00:00+00:00,-119.0,SIM
978,65414b894f8af2d0678df061,2023-11-06 18:00:00+00:00,-113.0,2023-10-31 17:00:00+00:00,-119.0,SIM
979,654296d1d90be55389d40249,2023-11-06 18:00:00+00:00,-113.0,2023-11-01 18:00:00+00:00,-118.0,SIM
980,6547f35c84dc41894a0edbad,2023-11-06 18:00:00+00:00,-113.0,2023-11-06 17:00:00+00:00,-113.0,SIM
981,654505f51c79d69800a016ca,2023-11-06 18:00:00+00:00,-113.0,2023-11-06 17:00:00+00:00,-113.0,SIM
982,654505f51c79d69800a016ca,2023-11-06 18:00:00+00:00,-113.0,2023-11-06 17:00:00+00:00,-113.0,SIM
983,65452650fe5dae473caa8f78,2023-11-06 18:00:00+00:00,-113.0,2023-11-06 17:00:00+00:00,-113.0,SIM
984,654505f51c79d69800a016ca,2023-11-06 18:00:00+00:00,-113.0,2023-11-06 17:00:00+00:00,-113.0,SIM
985,6547f35c84dc41894a0edbad,2023-11-06 18:00:00+00:00,-113.0,2023-11-06 17:00:00+00:00,-113.0,SIM
986,6547f35c84dc41894a0edbad,2023-11-06 18:00:00+00:00,-113.0,2023-11-06 17:00:00+00:00,-113.0,SIM
987,653fb9e8db541b1156228af8,2023-10-30 18:00:00+00:00,-120.0,2023-10-30 17:00:00+00:00,-120.0,SIM
988,64e7bd0ffa604c66d4735fd7,2023-08-28 18:00:00+00:00,-183.0,2023-08-25 18:00:00+00:00,-186.0,SIM
989,65170a65155d448cd0f61a91,2023-10-02 18:00:00+00:00,-148.0,2023-09-29 18:00:00+00:00,-151.0,SIM
990,65170a65155d448cd0f61a91,2023-10-02 18:00:00+00:00,-148.0,2023-09-29 18:00:00+00:00,-151.0,SIM
991,65170a65155d448cd0f61a91,2023-10-02 18:00:00+00:00,-148.0,2023-09-29 18:00:00+00:00,-151.0,SIM
992,65170a65155d448cd0f61a91,2023-10-02 18:00:00+00:00,-148.0,2023-09-29 18:00:00+00:00,-151.0,SIM
993,6516df0f7ff4def1f52687a2,2023-10-02 18:00:00+00:00,-148.0,2023-09-29 18:00:00+00:00,-151.0,SIM
994,6516df0f7ff4def1f52687a2,2023-10-02 18:00:00+00:00,-148.0,2023-09-29 18:00:00+00:00,-151.0,SIM
995,6516df0f7ff4def1f52687a2,2023-10-02 18:00:00+00:00,-148.0,2023-09-29 18:00:00+00:00,-151.0,SIM
996,6514387fb0e1e64bcb307938,2023-10-02 18:00:00+00:00,-148.0,2023-09-28 18:00:00+00:00,-152.0,SIM
997,651b00c7e6aef273a963724f,2023-10-09 18:00:00+00:00,-141.0,2023-10-02 17:00:00+00:00,-148.0,SIM
998,651195c2c36ebbe369faf770,2023-09-25 18:00:00+00:00,-155.0,2023-09-25 17:00:00+00:00,-155.0,SIM
999,651195c2c36ebbe369faf770,2023-09-25 18:00:00+00:00,-155.0,2023-09-25 17:00:00+00:00,-155.0,SIM
1000,61bdbba06393d72e7b12a147,2021-12-20 11:26:59.999999+00:00,-799.0,2021-07-05 12:00:00+00:00,-967.0,SIM
1001,651195c2c36ebbe369faf770,2023-09-25 18:00:00+00:00,-155.0,2023-09-25 17:00:00+00:00,-155.0,SIM
1002,6514387fb0e1e64bcb307938,2023-10-02 18:00:00+00:00,-148.0,2023-09-28 18:00:00+00:00,-152.0,SIM
1003,6514387fb0e1e64bcb307938,2023-10-02 18:00:00+00:00,-148.0,2023-09-28 18:00:00+00:00,-152.0,SIM
1004,6516df0f7ff4def1f52687a2,2023-10-02 18:00:00+00:00,-148.0,2023-09-29 18:00:00+00:00,-151.0,SIM
1005,65327fd60b816ee0deb75f9e,2023-10-23 18:00:00+00:00,-127.0,2023-10-20 17:00:00+00:00,-130.0,SIM
1006,65295cfc71133a3bcfb61002,2023-10-16 18:00:00+00:00,-134.0,2023-10-13 17:00:00+00:00,-137.0,SIM
1007,65295cfc71133a3bcfb61002,2023-10-16 18:00:00+00:00,-134.0,2023-10-13 17:00:00+00:00,-137.0,SIM
1008,65295cfc71133a3bcfb61002,2023-10-16 18:00:00+00:00,-134.0,2023-10-13 17:00:00+00:00,-137.0,SIM
1009,65327fd60b816ee0deb75f9e,2023-10-23 18:00:00+00:00,-127.0,2023-10-20 17:00:00+00:00,-130.0,SIM
1010,653fd636abbd6830da2e59e4,2023-10-30 18:00:00+00:00,-120.0,2023-10-30 17:00:00+00:00,-120.0,SIM
1011,65327fd60b816ee0deb75f9e,2023-10-23 18:00:00+00:00,-127.0,2023-10-20 17:00:00+00:00,-130.0,SIM
1012,65327fd60b816ee0deb75f9e,2023-10-23 18:00:00+00:00,-127.0,2023-10-20 17:00:00+00:00,-130.0,SIM
1013,65295cfc71133a3bcfb61002,2023-10-16 18:00:00+00:00,-134.0,2023-10-13 17:00:00+00:00,-137.0,SIM
1014,652405fd209ac081f5b59c3f,2023-10-09 18:00:00+00:00,-141.0,2023-10-09 17:00:00+00:00,-141.0,SIM
1015,651b00c7e6aef273a963724f,2023-10-09 18:00:00+00:00,-141.0,2023-10-02 17:00:00+00:00,-148.0,SIM
1016,651b00c7e6aef273a963724f,2023-10-09 18:00:00+00:00,-141.0,2023-10-02 17:00:00+00:00,-148.0,SIM
1017,651b00c7e6aef273a963724f,2023-10-09 18:00:00+00:00,-141.0,2023-10-02 17:00:00+00:00,-148.0,SIM
1018,652405fd209ac081f5b59c3f,2023-10-09 18:00:00+00:00,-141.0,2023-10-09 17:00:00+00:00,-141.0,SIM
1019,652405fd209ac081f5b59c3f,2023-10-09 18:00:00+00:00,-141.0,2023-10-09 17:00:00+00:00,-141.0,SIM
